categories,fund_code,fund_code_descr,departments,organization,organization_descr,program_code,program_code_descr,account,account_descr,fiscal_year,adopted,amended,actual,fiscal_year_descr,row_id
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,415250,Operator's Permits,2016,1300,1300,3675,2015  -  2016,FY2016PRG50540FND101DEP13200ACC415250
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,415999,Other Permits,2016,24300,24300,29262,2015  -  2016,FY2016PRG50540FND101DEP13200ACC415999
Investment Income,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,180800,180800,359231.44,2015  -  2016,FY2016PRG50540FND101DEP13200ACC425100
Investment Income,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,425999,Other Interest,2016,0,0,20425.81,2015  -  2016,FY2016PRG50540FND101DEP13200ACC425999
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430205,Motor Vehicle In-Lieu Tax,2016,48000,48000,45777.18,2015  -  2016,FY2016PRG50540FND101DEP13200ACC430205
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430285,Reimb. of Mandated Costs,2016,144700,144700,60897,2015  -  2016,FY2016PRG50540FND101DEP13200ACC430285
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435500,Special Events,2016,28400,28400,34375,2015  -  2016,FY2016PRG50540FND101DEP13200ACC435500
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435630,Sale of Maps & Publications,2016,900,900,425,2015  -  2016,FY2016PRG50540FND101DEP13200ACC435630
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435640,Sale of Other Supplies,2016,1700,1700,1380,2015  -  2016,FY2016PRG50540FND101DEP13200ACC435640
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435999,Other Charges for Services,2016,10400,10400,3715.25,2015  -  2016,FY2016PRG50540FND101DEP13200ACC435999
Rental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,445100,"Buildings/Grounds, Rental",2016,243100,243100,202093.88,2015  -  2016,FY2016PRG50540FND101DEP13200ACC445100
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,450100,Contributions,2016,1500,1500,0,2015  -  2016,FY2016PRG50540FND101DEP13200ACC450100
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455180,Construction Permit Insp. Fees,2016,72800,72800,4410,2015  -  2016,FY2016PRG50540FND101DEP13200ACC455180
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455210,Damage to City Property,2016,58800,58800,12932.07,2015  -  2016,FY2016PRG50540FND101DEP13200ACC455210
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455240,Settlements,2016,0,0,98.53,2015  -  2016,FY2016PRG50540FND101DEP13200ACC455240
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455999,Other Reimbursements,2016,166300,166300,165101.87,2015  -  2016,FY2016PRG50540FND101DEP13200ACC455999
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,465500,Gain on Disposal of Assets,2016,0,0,5700,2015  -  2016,FY2016PRG50540FND101DEP13200ACC465500
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,465600,Nonoperating Income - Other,2016,359000,359000,0,2015  -  2016,FY2016PRG50540FND101DEP13200ACC465600
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,499150,Sale of Other Equipment,2016,900,900,0,2015  -  2016,FY2016PRG50540FND101DEP13200ACC499150
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,499999,Other,2016,111900,111900,180933.58,2015  -  2016,FY2016PRG50540FND101DEP13200ACC499999
Investment Income,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,20000,20000,103191.83,2015  -  2016,FY2016PRG50540FND201DEP13200ACC425100
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430218,Gasoline Tax - Section 2103,2016,530766,530766,582813.55,2015  -  2016,FY2016PRG50540FND201DEP13200ACC430218
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430220,Gasoline Tax - Section 2105,2016,669465,669465,636993.05,2015  -  2016,FY2016PRG50540FND201DEP13200ACC430220
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430225,Gasoline Tax - Section 2106,2016,349949,349949,416451.71,2015  -  2016,FY2016PRG50540FND201DEP13200ACC430225
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430230,Gasoline Tax - Section 2107.1,2016,915282,915282,829452.11,2015  -  2016,FY2016PRG50540FND201DEP13200ACC430230
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430235,Gasoline Tax - Section 2107.5,2016,10000,10000,10000,2015  -  2016,FY2016PRG50540FND201DEP13200ACC430235
Taxes,202,Prop 172 -- Public Safety Fund,Finance,13200,Financial Operations,50540,Treasury,410170,Sales Tax - Prop 172,2016,1054415,1054415,930601.47,2015  -  2016,FY2016PRG50540FND202DEP13200ACC410170
Investment Income,202,Prop 172 -- Public Safety Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,200,200,0,2015  -  2016,FY2016PRG50540FND202DEP13200ACC425100
Investment Income,203,Air Quality Improvement Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,2500,2500,3828.86,2015  -  2016,FY2016PRG50540FND203DEP13200ACC425100
Intergovernmental,203,Air Quality Improvement Fund,Finance,13200,Financial Operations,50540,Treasury,430240,Air Quality Improvement Fees,2016,125000,125000,144553.75,2015  -  2016,FY2016PRG50540FND203DEP13200ACC430240
Investment Income,207,CDBG Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,0,0,33.32,2015  -  2016,FY2016PRG50540FND207DEP13200ACC425100
Investment Income,208,Park Development Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,15000,15000,33218.01,2015  -  2016,FY2016PRG50540FND208DEP13200ACC425100
Investment Income,209,Drainage Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,6250,6250,16034.15,2015  -  2016,FY2016PRG50540FND209DEP13200ACC425100
Intergovernmental,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50540,Treasury,430290,Citizens' Option Public Safety,2016,14800,14800,186554.84,2015  -  2016,FY2016PRG50540FND213DEP13200ACC430290
Transfers In,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50540,Treasury,460100,Operating Transfers In,2016,188604,188604,0,2015  -  2016,FY2016PRG50540FND213DEP13200ACC460100
Investment Income,214,Traffic Impact Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,16424,16424,35481.01,2015  -  2016,FY2016PRG50540FND214DEP13200ACC425100
Investment Income,216,Rental Rehab Program Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,0,0,552.85,2015  -  2016,FY2016PRG50540FND216DEP13200ACC425100
Fines & Forfeitures,217,Narcotics Forfeiture Fund,Finance,13200,Financial Operations,50540,Treasury,420160,Asset Forfeiture - Justice,2016,495608,61567,61566.11,2015  -  2016,FY2016PRG50540FND217DEP13200ACC420160
Investment Income,217,Narcotics Forfeiture Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,6100,6100,17516.58,2015  -  2016,FY2016PRG50540FND217DEP13200ACC425100
Investment Income,218,Fire System Dev. Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,3700,3700,3415.9,2015  -  2016,FY2016PRG50540FND218DEP13200ACC425100
Investment Income,219,Local Law Enforcement Block Gr,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,0,0,285.33,2015  -  2016,FY2016PRG50540FND219DEP13200ACC425100
Investment Income,401,Capital Improvements Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,20000,20000,203759.83,2015  -  2016,FY2016PRG50540FND401DEP13200ACC425100
Investment Income,403,"Measure M"" Construction Fund""",Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,3300,3300,1300.54,2015  -  2016,FY2016PRG50540FND403DEP13200ACC425100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410100,Secured Property Tax,2016,2350,2350,2836.32,2015  -  2016,FY2016PRG50540FND409DEP13200ACC410100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410110,Unsecured Property Tax,2016,0,0,13.49,2015  -  2016,FY2016PRG50540FND409DEP13200ACC410110
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410120,Supplemental Property Tax,2016,0,0,10.83,2015  -  2016,FY2016PRG50540FND409DEP13200ACC410120
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410130,Homeowners Property Tax,2016,0,0,2.75,2015  -  2016,FY2016PRG50540FND409DEP13200ACC410130
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410135,Delinquent Tax - Penalties/Int,2016,0,0,0.99,2015  -  2016,FY2016PRG50540FND409DEP13200ACC410135
Investment Income,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,70,70,187.04,2015  -  2016,FY2016PRG50540FND409DEP13200ACC425100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410100,Secured Property Tax,2016,4500,4500,5379.88,2015  -  2016,FY2016PRG50540FND410DEP13200ACC410100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410110,Unsecured Property Tax,2016,0,0,11.25,2015  -  2016,FY2016PRG50540FND410DEP13200ACC410110
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410120,Supplemental Property Tax,2016,0,0,9.04,2015  -  2016,FY2016PRG50540FND410DEP13200ACC410120
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410130,Homeowners Property Tax,2016,0,0,2.28,2015  -  2016,FY2016PRG50540FND410DEP13200ACC410130
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410135,Delinquent Tax - Penalties/Int,2016,0,0,0.81,2015  -  2016,FY2016PRG50540FND410DEP13200ACC410135
Investment Income,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,100,100,351.23,2015  -  2016,FY2016PRG50540FND410DEP13200ACC425100
Investment Income,414,"Measure M"" Turnback Fund""",Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,800,800,151.58,2015  -  2016,FY2016PRG50540FND414DEP13200ACC425100
Intergovernmental,414,"Measure M"" Turnback Fund""",Finance,13200,Financial Operations,50540,Treasury,430399,Other County Grants,2016,0,0,45809.85,2015  -  2016,FY2016PRG50540FND414DEP13200ACC430399
Intergovernmental,415,"Measure M2"" Fund""",Finance,13200,Financial Operations,50540,Treasury,430312,"Measure M2"" Regional Grant""",2016,1446761,1446761,0,2015  -  2016,FY2016PRG50540FND415DEP13200ACC430312
Investment Income,416,"Measure M2"" Fairshare""",Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,12500,12500,48642.94,2015  -  2016,FY2016PRG50540FND416DEP13200ACC425100
Intergovernmental,416,"Measure M2"" Fairshare""",Finance,13200,Financial Operations,50540,Treasury,430306,"Measure M2"" Fairshare""",2016,2200000,2200000,2299937.28,2015  -  2016,FY2016PRG50540FND416DEP13200ACC430306
Investment Income,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,20400,20400,45891.83,2015  -  2016,FY2016PRG50540FND601DEP13200ACC425100
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,455210,Damage to City Property,2016,0,0,-18228.18,2015  -  2016,FY2016PRG50540FND601DEP13200ACC455210
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,499120,Sale of Automotive Equipment,2016,10000,10000,51353.1,2015  -  2016,FY2016PRG50540FND601DEP13200ACC499120
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,499130,Sale of Office Furniture,2016,0,0,830.5,2015  -  2016,FY2016PRG50540FND601DEP13200ACC499130
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,499140,Sale of Office Equipment,2016,0,0,1434.4,2015  -  2016,FY2016PRG50540FND601DEP13200ACC499140
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,499150,Sale of Other Equipment,2016,0,0,7243.18,2015  -  2016,FY2016PRG50540FND601DEP13200ACC499150
Charges for Service,601,Equipment Replacement Fund,Public Services,19500,Maintenance Services,50540,Treasury,435999,Other Charges for Services,2016,2000,2000,0,2015  -  2016,FY2016PRG50540FND601DEP19500ACC435999
Investment Income,602,Self-Insurance Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,18000,18000,47353.39,2015  -  2016,FY2016PRG50540FND602DEP13200ACC425100
Investment Income,603,IT Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2016,500,500,2207.37,2015  -  2016,FY2016PRG50540FND603DEP13200ACC425100
Charges for Service,603,IT Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,445210,"IT Computer, Rental",2016,150000,0,0,2015  -  2016,FY2016PRG50540FND603DEP13200ACC445210
Charges for Service,602,Self-Insurance Fund,City Manager,14400,Risk Management,50630,Employee Benefit Admin.,435670,Unemployment Premiums,2016,42000,42000,42787,2015  -  2016,FY2016PRG50630FND602DEP14400ACC435670
Charges for Service,602,Self-Insurance Fund,City Manager,14400,Risk Management,50662,Liability,435650,General Liability Premiums,2016,1868000,1868000,1762513,2015  -  2016,FY2016PRG50662FND602DEP14400ACC435650
Miscellaneous,602,Self-Insurance Fund,City Manager,14400,Risk Management,50662,Liability,455999,Other Reimbursements,2016,0,0,130713.95,2015  -  2016,FY2016PRG50662FND602DEP14400ACC455999
Miscellaneous,602,Self-Insurance Fund,City Manager,14400,Risk Management,50662,Liability,499999,Other,2016,0,0,11895.2,2015  -  2016,FY2016PRG50662FND602DEP14400ACC499999
Charges for Service,602,Self-Insurance Fund,City Manager,14400,Risk Management,50663,Worker's Compensation,435660,Workers' Compensation Premiums,2016,2418000,2418000,2348798,2015  -  2016,FY2016PRG50663FND602DEP14400ACC435660
Miscellaneous,602,Self-Insurance Fund,City Manager,14400,Risk Management,50663,Worker's Compensation,499999,Other,2016,0,0,28093.37,2015  -  2016,FY2016PRG50663FND602DEP14400ACC499999
Charges for Service,603,IT Replacement Fund,Information Technology,14600,Information Technology,50710,Computer Operations,445210,"IT Computer, Rental",2016,0,150000,150002,2015  -  2016,FY2016PRG50710FND603DEP14600ACC445210
Charges for Service,601,Equipment Replacement Fund,Public Services,19500,Maintenance Services,50920,Equipment Maintenance,435999,Other Charges for Services,2016,0,0,2131.61,2015  -  2016,FY2016PRG50920FND601DEP19500ACC435999
Charges for Service,601,Equipment Replacement Fund,Public Services,19500,Maintenance Services,50920,Equipment Maintenance,445200,"Automotive Equipment, Rental",2016,2495000,2495000,1895857.25,2015  -  2016,FY2016PRG50920FND601DEP19500ACC445200
Miscellaneous,101,General Fund,Police,15400,Police Support Services,51010,Operations,455999,Other Reimbursements,2016,0,0,3000,2015  -  2016,FY2016PRG51010FND101DEP15400ACC455999
Intergovernmental,101,General Fund,Police,15400,Police Support Services,51040,Emergency Services,430299,Other State Grants,2016,99600,99600,0,2015  -  2016,FY2016PRG51040FND101DEP15400ACC430299
Miscellaneous,101,General Fund,Police,15400,Police Support Services,51040,Emergency Services,455999,Other Reimbursements,2016,0,0,31382.89,2015  -  2016,FY2016PRG51040FND101DEP15400ACC455999
Intergovernmental,101,General Fund,Police,15300,Police Field Operations,70210,2010 COPS Hiring Grant,430199,Other Federal Grants,2016,0,0,11135.48,2015  -  2016,FY2016PRG70210FND101DEP15300ACC430199
Intergovernmental,219,Local Law Enforcement Block Gr,Police,15400,Police Support Services,70907,2012 Justice Assistance Grant,430108,Local Law Enforcemnt Blk Grnt,2016,0,0,601,2015  -  2016,FY2016PRG70907FND219DEP15400ACC430108
