fiscal_year,adopted,amended,expended,categories,sub_categories,fund_code,departments,organization,organization_descr,program_code,account_groupings,account,fund_code_descr,program_code_descr,account_descr,fiscal_year_descr,row_id
2017,0,0,1375.85,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10125,Maintenance and Operations,536100,General Fund,Vice and Narcotics,Internal Rent - Maintenance,2016  -  2017,FY2017PRG10125FND101DEP15400ACC536100
2017,822628,822628,336970.57,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,501100,General Fund,Special Investigation Unit,Regular Salaries - Sworn,2016  -  2017,FY2017PRG10127FND101DEP15400ACC501100
2017,64320,64320,64839.45,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,501200,General Fund,Special Investigation Unit,Regular Salaries - Non-Sworn,2016  -  2017,FY2017PRG10127FND101DEP15400ACC501200
2017,100000,100000,141143.18,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,501400,General Fund,Special Investigation Unit,Overtime,2016  -  2017,FY2017PRG10127FND101DEP15400ACC501400
2017,6500,6500,637.64,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,501500,General Fund,Special Investigation Unit,Accrual Payoff - Excess Max.,2016  -  2017,FY2017PRG10127FND101DEP15400ACC501500
2017,0,0,5985.24,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,501600,General Fund,Special Investigation Unit,Vacation/Comp. Time Cash Out,2016  -  2017,FY2017PRG10127FND101DEP15400ACC501600
2017,0,0,5287.93,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,501700,General Fund,Special Investigation Unit,Holiday Allowance,2016  -  2017,FY2017PRG10127FND101DEP15400ACC501700
2017,54054,54054,38885.14,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,501900,General Fund,Special Investigation Unit,Other Compensation,2016  -  2017,FY2017PRG10127FND101DEP15400ACC501900
2017,71604,71604,33703.58,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,505100,General Fund,Special Investigation Unit,Cafeteria Plan,2016  -  2017,FY2017PRG10127FND101DEP15400ACC505100
2017,13645,13645,8492.33,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,505200,General Fund,Special Investigation Unit,Medicare,2016  -  2017,FY2017PRG10127FND101DEP15400ACC505200
2017,485906,485906,340539.78,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Salaries and Benefits,505300,General Fund,Special Investigation Unit,Retirement,2016  -  2017,FY2017PRG10127FND101DEP15400ACC505300
2017,500,500,372.68,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,510100,General Fund,Special Investigation Unit,Stationery and Office,2016  -  2017,FY2017PRG10127FND101DEP15400ACC510100
2017,500,500,0,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,510200,General Fund,Special Investigation Unit,"Multi-Media, Promos, Subscrpt.",2016  -  2017,FY2017PRG10127FND101DEP15400ACC510200
2017,26000,21000,7707.69,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,510300,General Fund,Special Investigation Unit,Small Tools and Equipment,2016  -  2017,FY2017PRG10127FND101DEP15400ACC510300
2017,1000,1000,0,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,510500,General Fund,Special Investigation Unit,Safety and Health,2016  -  2017,FY2017PRG10127FND101DEP15400ACC510500
2017,0,4300,4322.13,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,510600,General Fund,Special Investigation Unit,Maintenance and Construction,2016  -  2017,FY2017PRG10127FND101DEP15400ACC510600
2017,0,0,61.15,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,520500,General Fund,Special Investigation Unit,Meetings and Conferences,2016  -  2017,FY2017PRG10127FND101DEP15400ACC520500
2017,30000,21650,5000,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,530700,General Fund,Special Investigation Unit,Law Enforcement,2016  -  2017,FY2017PRG10127FND101DEP15400ACC530700
2017,85000,79000,50137.37,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,535400,General Fund,Special Investigation Unit,External Rent,2016  -  2017,FY2017PRG10127FND101DEP15400ACC535400
2017,38691,38691,7106.85,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,536100,General Fund,Special Investigation Unit,Internal Rent - Maintenance,2016  -  2017,FY2017PRG10127FND101DEP15400ACC536100
2017,588,588,588,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Maintenance and Operations,536200,General Fund,Special Investigation Unit,Internal Rent - Fleet,2016  -  2017,FY2017PRG10127FND101DEP15400ACC536200
2017,0,4050,4034.31,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10127,Fixed Assets,590800,General Fund,Special Investigation Unit,Other Equipment,2016  -  2017,FY2017PRG10127FND101DEP15400ACC590800
2017,0,7200,0,Protection of Persons and Prop,Police Protection,217,Police,15400,Police Support Services,10127,Maintenance and Operations,510300,Narcotics Forfeiture Fund,Special Investigation Unit,Small Tools and Equipment,2016  -  2017,FY2017PRG10127FND217DEP15400ACC510300
2017,0,0,0,Protection of Persons and Prop,Police Protection,217,Police,15400,Police Support Services,10127,Maintenance and Operations,535400,Narcotics Forfeiture Fund,Special Investigation Unit,External Rent,2016  -  2017,FY2017PRG10127FND217DEP15400ACC535400
2017,0,6308,6307.2,Protection of Persons and Prop,Police Protection,217,Police,15400,Police Support Services,10127,Fixed Assets,590800,Narcotics Forfeiture Fund,Special Investigation Unit,Other Equipment,2016  -  2017,FY2017PRG10127FND217DEP15400ACC590800
2017,1274644,1274644,958971.57,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,501200,General Fund,Records/Information Systems,Regular Salaries - Non-Sworn,2016  -  2017,FY2017PRG10131FND101DEP15400ACC501200
2017,45344,45344,16205.56,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,501300,General Fund,Records/Information Systems,Regular Salaries - Part-Time,2016  -  2017,FY2017PRG10131FND101DEP15400ACC501300
2017,28252,28252,89420.67,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,501400,General Fund,Records/Information Systems,Overtime,2016  -  2017,FY2017PRG10131FND101DEP15400ACC501400
2017,6700,6700,1967.88,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,501600,General Fund,Records/Information Systems,Vacation/Comp. Time Cash Out,2016  -  2017,FY2017PRG10131FND101DEP15400ACC501600
2017,7200,7200,10003.01,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,501700,General Fund,Records/Information Systems,Holiday Allowance,2016  -  2017,FY2017PRG10131FND101DEP15400ACC501700
2017,0,0,20464.67,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,501800,General Fund,Records/Information Systems,Separation Pay-Off,2016  -  2017,FY2017PRG10131FND101DEP15400ACC501800
2017,57965,57965,41001.85,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,501900,General Fund,Records/Information Systems,Other Compensation,2016  -  2017,FY2017PRG10131FND101DEP15400ACC501900
2017,200,200,0,Protection of Persons and Prop,Fire Protection,101,Fire,16200,Fire Suppression/MIC,10210,Maintenance and Operations,510800,General Fund,Response and Control,Fuel,2016  -  2017,FY2017PRG10210FND101DEP16200ACC510800
2017,231588,231588,216920.05,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,505100,General Fund,Records/Information Systems,Cafeteria Plan,2016  -  2017,FY2017PRG10131FND101DEP15400ACC505100
2017,19323,19323,17094.64,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,505200,General Fund,Records/Information Systems,Medicare,2016  -  2017,FY2017PRG10131FND101DEP15400ACC505200
2017,364946,364946,316862.59,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,505300,General Fund,Records/Information Systems,Retirement,2016  -  2017,FY2017PRG10131FND101DEP15400ACC505300
2017,5240,5240,6910.39,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Salaries and Benefits,505500,General Fund,Records/Information Systems,Professional Development,2016  -  2017,FY2017PRG10131FND101DEP15400ACC505500
2017,55500,49800,51963.63,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Maintenance and Operations,510100,General Fund,Records/Information Systems,Stationery and Office,2016  -  2017,FY2017PRG10131FND101DEP15400ACC510100
2017,8300,14000,15787.88,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Maintenance and Operations,510200,General Fund,Records/Information Systems,"Multi-Media, Promos, Subscrpt.",2016  -  2017,FY2017PRG10131FND101DEP15400ACC510200
2017,2000,1500,248.1,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Maintenance and Operations,510300,General Fund,Records/Information Systems,Small Tools and Equipment,2016  -  2017,FY2017PRG10131FND101DEP15400ACC510300
2017,5000,5000,5633.79,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Maintenance and Operations,510400,General Fund,Records/Information Systems,Uniforms and Clothing,2016  -  2017,FY2017PRG10131FND101DEP15400ACC510400
2017,7500,7500,4724.63,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Maintenance and Operations,520100,General Fund,Records/Information Systems,Postage,2016  -  2017,FY2017PRG10131FND101DEP15400ACC520100
2017,1500,500,90,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Maintenance and Operations,525700,General Fund,Records/Information Systems,Office Equipment,2016  -  2017,FY2017PRG10131FND101DEP15400ACC525700
2017,8900,8900,7728,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Maintenance and Operations,530700,General Fund,Records/Information Systems,Law Enforcement,2016  -  2017,FY2017PRG10131FND101DEP15400ACC530700
2017,38400,41756,26040.01,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Maintenance and Operations,535400,General Fund,Records/Information Systems,External Rent,2016  -  2017,FY2017PRG10131FND101DEP15400ACC535400
2017,19000,19000,21142.58,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Maintenance and Operations,535800,General Fund,Records/Information Systems,Central Services,2016  -  2017,FY2017PRG10131FND101DEP15400ACC535800
2017,2650,5150,4630.95,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10131,Fixed Assets,590800,General Fund,Records/Information Systems,Other Equipment,2016  -  2017,FY2017PRG10131FND101DEP15400ACC590800
2017,315963,315963,155944.57,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,501200,General Fund,Crime Scene Invest./Photos,Regular Salaries - Non-Sworn,2016  -  2017,FY2017PRG10132FND101DEP15400ACC501200
2017,91478,91478,39647.76,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,501300,General Fund,Crime Scene Invest./Photos,Regular Salaries - Part-Time,2016  -  2017,FY2017PRG10132FND101DEP15400ACC501300
2017,37200,37200,10713.26,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,501400,General Fund,Crime Scene Invest./Photos,Overtime,2016  -  2017,FY2017PRG10132FND101DEP15400ACC501400
2017,2500,2500,0,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,501600,General Fund,Crime Scene Invest./Photos,Vacation/Comp. Time Cash Out,2016  -  2017,FY2017PRG10132FND101DEP15400ACC501600
2017,4000,4000,645.52,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,501700,General Fund,Crime Scene Invest./Photos,Holiday Allowance,2016  -  2017,FY2017PRG10132FND101DEP15400ACC501700
2017,0,0,13695.9,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,501800,General Fund,Crime Scene Invest./Photos,Separation Pay-Off,2016  -  2017,FY2017PRG10132FND101DEP15400ACC501800
2017,15508,15508,1179.41,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,501900,General Fund,Crime Scene Invest./Photos,Other Compensation,2016  -  2017,FY2017PRG10132FND101DEP15400ACC501900
2017,44112,44112,22043.6,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,505100,General Fund,Crime Scene Invest./Photos,Cafeteria Plan,2016  -  2017,FY2017PRG10132FND101DEP15400ACC505100
2017,4695,4695,3418.82,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,505200,General Fund,Crime Scene Invest./Photos,Medicare,2016  -  2017,FY2017PRG10132FND101DEP15400ACC505200
2017,117020,117020,77135.46,Protection of Persons and Prop,Police Protection,101,Police,15400,Police Support Services,10132,Salaries and Benefits,505300,General Fund,Crime Scene Invest./Photos,Retirement,2016  -  2017,FY2017PRG10132FND101DEP15400ACC505300
